transcription,GENE,LOF,DMIS,MIS,SYN
NM_181597,UPP1,1.1072799218611698e-06,1.4761611405867427e-06,1.0934526967309204e-05,4.795125740813498e-06
NM_173355,UPP2,1.2550241572654264e-06,1.2244294550328205e-06,9.069847815057929e-06,3.6652195973234187e-06
NM_145052,UPRT,1.5418034556206445e-06,1.253527218593598e-06,9.285386804397021e-06,4.060691533656346e-06
NM_018244,UQCC,1.7761050750215868e-06,1.2692108278848202e-06,9.401561688035705e-06,3.575197187450261e-06
NM_001003684,UQCR10,1.6330296867258165e-07,4.449731114395678e-07,3.296097121774576e-06,2.0945946985813995e-06
NM_006830,UQCR11,2.453970119710551e-07,3.3260882535743926e-07,2.463769076721772e-06,1.075474208972789e-06
NM_001254752,UQCRB,6.99393132167044e-07,3.559047370864265e-07,2.6363313858253814e-06,9.781377043229863e-07
NM_003365,UQCRC1,2.121895938203649e-06,2.4173179029476482e-06,1.790605854035295e-05,6.967869367620774e-06
NM_003366,UQCRC2,2.0218953949369354e-06,1.638074948127718e-06,1.2133888504649761e-05,4.851767712192573e-06
NM_006003,UQCRFS1,8.003974197996468e-07,8.013712700583505e-07,5.9360834819137075e-06,2.581071289645942e-06
NM_006004,UQCRH,6.202898677285039e-07,4.046073506514511e-07,2.997091486307045e-06,1.3973332713775351e-06
NM_001089591,UQCRHL,3.7188426662265655e-07,3.817102028493964e-07,2.827482984069603e-06,1.3261724450973844e-06
NM_014402,UQCRQ,4.787690001310192e-07,5.468066259342657e-07,4.050419451364931e-06,1.6191981538744536e-06
NM_014777,URB2,5.535303262087321e-06,5.7244500276977486e-06,4.240333353850184e-05,1.981983341797502e-05
NM_001077664,URGCP,3.0313414310142523e-06,3.953063298025262e-06,2.928195035574268e-05,1.3893126817367565e-05
NM_001204871,URGCP-MRPS24,6.094259978164196e-07,4.6082259848157e-07,3.413500729493111e-06,1.4866200985286006e-06
NM_003796,URI1,2.7858421465335103e-06,1.9803126809784884e-06,1.4668982822062875e-05,6.207260903094307e-06
NM_001135947,URM1,5.890506375065932e-07,3.8880672535478523e-07,2.8800498174428535e-06,1.3608178583624549e-06
NM_001165974,UROC1,3.0898971773368617e-06,3.314620167811379e-06,2.4552741983787994e-05,1.1611812112009393e-05
NM_000374,UROD,1.8453243350937223e-06,1.6294227232063334e-06,1.2069797949676543e-05,4.197589839910077e-06
NM_000375,UROS,1.2183779370292556e-06,8.96672330461315e-07,6.642017262676407e-06,3.323533035774778e-06
NM_018467,USE1,9.7315423091373e-07,1.0576300177343862e-06,7.83429642766212e-06,3.61742886764218e-06
NM_007122,USF1,1.7911357883345923e-06,1.3964769396661592e-06,1.0344273627156734e-05,4.101096608748116e-06
NM_003367,USF2,1.7126725590812665e-06,1.3894207117124786e-06,1.0292005271944286e-05,5.46386549881854e-06
NM_153676,USH1C,4.4186168267601445e-06,4.066621650599772e-06,3.0123123337776088e-05,1.2039265722160065e-05
NM_173477,USH1G,1.6683112733777762e-06,2.834874050079273e-06,2.099906703762424e-05,1.018591388054117e-05
NM_206933,USH2A,2.0776373433367436e-05,1.8592327830068272e-05,0.0001377209468893946,5.7121552162304314e-05
NM_031941,USHBP1,3.5181184308654004e-06,3.0905357272614465e-06,2.2892857238973674e-05,8.918668051594709e-06
NM_001206427,USMG5,3.298790659974933e-07,1.7718778066503718e-07,1.3125020790002752e-06,6.768617929197459e-07
NM_003715,USO1,3.1412223897341983e-06,2.7722587857171477e-06,2.0535250264571462e-05,8.359879162611805e-06
NM_003368,USP1,2.8644116123345054e-06,2.2575312381622157e-06,1.6722453616016413e-05,6.748387308707574e-06
NM_005153,USP10,2.8985147221115548e-06,3.2146505414237354e-06,2.3812226232768408e-05,1.1023004888112023e-05
NM_004651,USP11,4.506154198060909e-06,4.648724065305069e-06,3.443499307633384e-05,1.518448266141223e-05
NM_182488,USP12,1.622165864471437e-06,1.3894207117124786e-06,1.0292005271944286e-05,3.923737995448608e-06
NM_003940,USP13,4.102548052394281e-06,3.2198361238778954e-06,2.3850637954651075e-05,1.0485762093807725e-05
NM_005151,USP14,2.631206388788152e-06,1.6758446933196534e-06,1.2413664394960395e-05,4.902301301361686e-06
NM_001252078,USP15,4.691760773817103e-06,2.946006959713983e-06,2.182227377565913e-05,8.406205448507711e-06
NM_001032410,USP16,3.3740702188373105e-06,2.639573553988197e-06,1.9552396696208867e-05,7.5997621436103695e-06
NM_201402,USP17L2,1.778101113550222e-06,2.0841730148135074e-06,1.5438318628248203e-05,7.462769020181435e-06
NM_017414,USP18,1.7486258554262591e-06,1.4372548025192705e-06,1.0646331870513114e-05,4.713027784024221e-06
NM_001199160,USP19,5.748044305329919e-06,5.981825895605529e-06,4.4309821448929845e-05,1.730214710011407e-05
NM_004205,USP2,3.156157579938853e-06,2.751273521487524e-06,2.0379803862870548e-05,8.09095899178383e-06
NM_006676,USP20,4.2907028752800916e-06,4.748252094612494e-06,3.517223773787032e-05,1.809672554788791e-05
NM_001014443,USP21,3.6307638144666434e-06,2.799843576012672e-06,2.0739582044538308e-05,6.461003852547145e-06
NM_015276,USP22,2.4964033870773964e-06,2.2086849326869112e-06,1.6360629131014157e-05,8.12269226620064e-06
NM_015306,USP24,9.790311069058244e-06,8.140175504355006e-06,6.02975963285556e-05,2.3795783009563975e-05
NM_013396,USP25,5.517598307455515e-06,3.405914711708466e-06,2.5228997864507153e-05,1.0284898261526464e-05
NM_031907,USP26,3.13490833346512e-06,2.8401008936847447e-06,2.1037784397664774e-05,8.665627169767144e-06
NM_020886,USP28,5.536248042347158e-06,3.6604440117292215e-06,2.711440008688312e-05,1.023764344643275e-05
NM_020903,USP29,2.7737832871251593e-06,2.81406269218134e-06,2.0844908830972887e-05,8.747823259612858e-06
NM_006537,USP3,2.3663490314014976e-06,1.9853348607961586e-06,1.470618415404562e-05,6.843842399195384e-06
NM_032663,USP30,2.3789307339259034e-06,2.08801574158116e-06,1.5466783270971555e-05,6.92787431274518e-06
NM_020718,USP31,4.865468850526709e-06,5.188403797077841e-06,3.8432620719095116e-05,1.7190954861928834e-05
NM_032582,USP32,8.173882613044552e-06,5.691592107878775e-06,4.2159941539842776e-05,1.59220872705117e-05
NM_015017,USP33,4.363980958392404e-06,2.867040108083744e-06,2.123733413395366e-05,8.357954450897033e-06
NM_014709,USP34,1.6994131445985627e-05,1.1823165490135977e-05,8.757900363063686e-05,3.332728995761379e-05
NM_020798,USP35,3.1885893751357078e-06,4.184405540780459e-06,3.099559659837377e-05,1.4236394038164896e-05
NM_025090,USP36,4.584601698267423e-06,5.25331893955856e-06,3.89134736263597e-05,1.87801907901141e-05
NM_020935,USP37,4.585625682426206e-06,3.1881134572889166e-06,2.361565523917716e-05,9.040657155196579e-06
NM_032557,USP38,4.079766375491031e-06,3.657074170310707e-06,2.708943829859783e-05,1.1835864919618605e-05
NM_006590,USP39,2.730801397208323e-06,2.625026962204976e-06,1.9444644164481303e-05,7.965260797837789e-06
NM_003363,USP4,4.393687037326643e-06,3.7105113851523008e-06,2.748526951964667e-05,1.2025412981077752e-05
NM_018218,USP40,4.115187063127495e-06,3.892546134153356e-06,2.883367506780263e-05,1.264445164690068e-05
NM_032172,USP42,3.716317601472753e-06,4.981197580697032e-06,3.6897759857015046e-05,1.83696127061899e-05
NM_153210,USP43,3.7492376427057076e-06,3.816223209452706e-06,2.826832007002004e-05,1.2505469461445307e-05
NM_032147,USP44,3.1954340539298026e-06,2.534742043541123e-06,1.8775866989193503e-05,7.271098031596613e-06
NM_001080481,USP45,3.457790667228995e-06,2.5534876898245683e-06,1.8914723628330135e-05,7.131813866797402e-06
NM_001134223,USP46,1.1160853095075084e-06,1.2503562476796047e-06,9.261898130960035e-06,3.880610013548697e-06
NM_017944,USP47,5.720472064624657e-06,4.24457066734937e-06,3.144126420258793e-05,1.1746270559234939e-05
NM_032236,USP48,4.9118667820924786e-06,3.5467760607329614e-06,2.62724152646886e-05,1.0244717803103823e-05
NM_018561,USP49,2.597130762448203e-06,3.606897231609228e-06,2.6717757271179464e-05,1.1651987230249998e-05
NM_001098536,USP5,3.8617663882229565e-06,3.9312781130650924e-06,2.9120578615296978e-05,1.325867117760558e-05
NM_203494,USP50,1.0852006234055063e-06,1.1768842979124978e-06,8.717661466018501e-06,4.006821541822114e-06
NM_201286,USP51,2.3396641349316536e-06,2.57592828851306e-06,1.9080950285281926e-05,8.09095899178383e-06
NM_019050,USP53,4.642481675888937e-06,3.572183568851477e-06,2.6460619028529456e-05,9.611695415159314e-06
NM_152586,USP54,7.075267349319309e-06,5.943383694997827e-06,4.4025064407391305e-05,1.6811249744769596e-05
NM_004505,USP6,6.785877678920663e-06,5.533931365339574e-06,4.099208418770054e-05,1.6173350557998512e-05
NM_014688,USP6NL,3.055904548968736e-06,3.1162605980085878e-06,2.308341183710065e-05,1.1181498245842186e-05
NM_003470,USP7,6.267596918032855e-06,4.282858917923694e-06,3.172488087350884e-05,1.407667228362265e-05
NM_001128611,USP8,4.973260355360677e-06,3.783848752323032e-06,2.80285092764669e-05,1e-05
NM_001039590,USP9X,1.1782651397025907e-05,8.995675245336308e-06,6.66346314469356e-05,2.464903945604658e-05
NM_005800,USPL1,3.8077845167736057e-06,3.439012611747776e-06,2.547416749442797e-05,1.0560877376240352e-05
NM_005715,UST,1.5961889568818911e-06,1.6189512390318668e-06,1.1992231400236049e-05,5.190390101970826e-06
NM_003577,UTF1,7.629401024176083e-07,3.8675306887065326e-07,2.864837547190024e-06,1.8612298112679393e-06
NM_016037,UTP11L,1.5251836057102138e-06,1.1298837651810654e-06,8.369509371711594e-06,2.831391995799379e-06
NM_006649,UTP14A,3.638537175138249e-06,2.6670660337340203e-06,1.9756044694326075e-05,7.696619203180875e-06
NM_021645,UTP14C,2.6795542477064817e-06,2.473054962687553e-06,1.831892564953743e-05,7.355293378672722e-06
NM_032175,UTP15,2.422910649227348e-06,1.756037429288377e-06,1.3007684661395384e-05,4.957925539063025e-06
NM_016001,UTP18,2.2698574202927577e-06,2.347111754874582e-06,1.7386012999070976e-05,7.809082302030021e-06
NM_014503,UTP20,1.1792829478309598e-05,9.530896831564504e-06,7.059923578936669e-05,2.9376496519615307e-05
NM_032334,UTP23,9.055336009653294e-07,9.58150583677522e-07,7.097411730944606e-06,2.6582755696601646e-06
NM_020368,UTP3,1.949617125126132e-06,1.949996215494044e-06,1.4444416411066994e-05,5.957993155981377e-06
NM_018428,UTP6,3.213070554348231e-06,2.1121938243547466e-06,1.564588018040553e-05,6.2058317929906136e-06
NM_007124,UTRN,1.6882326063990965e-05,1.2137626479849345e-05,8.990834429518033e-05,3.6124346556446174e-05
NM_021995,UTS2,5.880936469816472e-07,5.431674901368117e-07,4.023462889902309e-06,1.6830615557016614e-06
NM_198152,UTS2D,7.691092211144685e-07,3.8417912980161356e-07,2.845771331863804e-06,1.2410806372156538e-06
NM_018949,UTS2R,1.0785477368951767e-06,1.7419423125600008e-06,1.2903276389333338e-05,7.462769020181435e-06
NM_003369,UVRAG,2.9646559916839654e-06,2.460558917057988e-06,1.8226362348577688e-05,7.365462114702317e-06
NM_001253876,UXS1,1.03612113008745e-06,1.217121035768042e-06,9.01571137605957e-06,4.1600638847762134e-06
NM_153477,UXT,9.275704036208993e-07,7.499525194985498e-07,5.555203848137405e-06,2.237175218795276e-06
NM_018052,VAC14,3.039435824986436e-06,3.5166874251305262e-06,2.604953648244834e-05,1.2938978761506325e-05
NM_199245,VAMP1,7.025699004122336e-07,4.5523303334090977e-07,3.372096543265998e-06,1.1622511912882103e-06
NM_014232,VAMP2,5.778706686572392e-07,5.199167012790579e-07,3.851234824289317e-06,1.8323144223712112e-06
NM_004781,VAMP3,6.607518724052914e-07,4.434388798091413e-07,3.2847324430306763e-06,1.4955467727443964e-06
NM_003762,VAMP4,7.194119232585197e-07,4.722084653739407e-07,3.497840484251412e-06,1.0866758111644253e-06
NM_006634,VAMP5,4.2210000214681813e-07,6.051092174954381e-07,4.482290499966208e-06,1.6726304546595606e-06
NM_005638,VAMP7,1.1406679418996591e-06,7.50989333234304e-07,5.562883949883733e-06,2.1862508936067e-06
NM_003761,VAMP8,4.2683901755518696e-07,4.64337510363864e-07,3.4395371138063996e-06,1.1662724050819641e-06
NM_138959,VANGL1,2.0414972659149773e-06,2.4034426769525325e-06,1.7803279088537276e-05,6.731316327276249e-06
NM_020335,VANGL2,2.3006350652959153e-06,2.8551818124553085e-06,2.1149494907076357e-05,8.859312069730528e-06
NM_003574,VAPA,1.1480552345265027e-06,1.0671703944432558e-06,7.904965884764857e-06,3.493815763832925e-06
NM_004738,VAPB,1.0459548972481974e-06,9.517738502528789e-07,7.050176668539843e-06,2.960738151747431e-06
NM_006295,VARS,6.088499268871476e-06,6.334812550841946e-06,4.692453741364404e-05,1.978791335233738e-05
NM_001167734,VARS2,6.068081066733396e-06,4.587053109665625e-06,3.3978171182708334e-05,1.4092887984218749e-05
NM_014909,VASH1,1.1442633758944668e-06,1.737935956416321e-06,1.2873599677157932e-05,6.03392628219305e-06
NM_024749,VASH2,1.3303636479065662e-06,1.2343370598770832e-06,9.143237480570985e-06,4.194691248825665e-06
NM_138440,VASN,2.0453211486689512e-06,3.4788345009847226e-06,2.5769144451738684e-05,1.2885462162679733e-05
NM_003370,VASP,1.7553173466239325e-06,1.6426073753718285e-06,1.2167462039791322e-05,5.802297599818741e-06
NM_006373,VAT1,1.298819102697226e-06,1.7771896220250677e-06,1.3164367570556056e-05,6.540335094488948e-06
NM_020927,VAT1L,1.6184130494435772e-06,1.3472052559234134e-06,9.979298192025284e-06,4.220850791798845e-06
NM_005428,VAV1,4.279873212925899e-06,3.5762985654969688e-06,2.649110048516273e-05,1.1053504693828429e-05
NM_001134398,VAV2,4.0042040593213195e-06,4.2153512484014204e-06,3.122482406223274e-05,1.5642277998091002e-05
NM_006113,VAV3,4.625973973947804e-06,2.9163105469459044e-06,2.160230034774744e-05,8.794274148836835e-06
NM_199131,VAX1,1.045424484759443e-06,1.2326329376457866e-06,9.130614352931751e-06,4.492623246702932e-06
NM_012476,VAX2,8.142084957463751e-07,1.144547361388132e-06,8.478128602875052e-06,3.7033946939753602e-06
NM_003372,VBP1,8.377452487122284e-07,4.77346528485522e-07,3.5359002110038666e-06,1.4635245097784058e-06
NM_001078,VCAM1,2.6314450101365666e-06,2.4548997885879053e-06,1.8184442878428928e-05,7.910428328190838e-06
NM_004385,VCAN,1.1061754986771461e-05,1.1406010538041035e-05,8.44889669484521e-05,3.4442922939431504e-05
NM_014000,VCL,5.102348175080583e-06,4.620976591266555e-06,3.422945623160411e-05,1.312199899019204e-05
NM_007126,VCP,3.7722392705770594e-06,3.4812384249139327e-06,2.578695129565876e-05,8.566432555816563e-06
NM_025054,VCPIP1,4.40368726037736e-06,4.544998753976404e-06,3.366665743686225e-05,1.4564648234279678e-05
NM_013452,VCX,6.818286415345315e-07,9.934219885289094e-07,7.35868139651044e-06,4.234479161692077e-06
NM_016378,VCX2,4.383449067873951e-07,7.674211577461611e-07,5.684601168490082e-06,3.4032981684204233e-06
NM_016379,VCX3A,6.103925528755867e-07,9.06220262498015e-07,6.7127426851704805e-06,3.850348146786147e-06
NM_001001888,VCX3B,7.302690066186087e-07,9.934219885289094e-07,7.35868139651044e-06,4.122873407228865e-06
NM_004679,VCY,3.661525978064046e-07,5.638112904838147e-07,4.176379929509738e-06,2.633904352747313e-06
NM_181880,VCY1B,3.661525978064046e-07,5.638112904838147e-07,4.176379929509738e-06,2.633904352747313e-06
NM_003374,VDAC1,1.232103862157202e-06,1.1458658290597793e-06,8.487895030072438e-06,4.358128185607307e-06
NM_001184783,VDAC2,1.1707687174184624e-06,8.744475564391079e-07,6.477389306956354e-06,2.7861211686297724e-06
NM_001135694,VDAC3,1.1658876606197887e-06,9.454395555950225e-07,7.003255967370537e-06,3.012312333777609e-06
NM_001017536,VDR,1.7990589738220088e-06,2.0660164184395413e-06,1.530382532177438e-05,6.072954118270242e-06
NM_001171623,VEGFA,1.3801509942704337e-06,1.078037252419151e-06,7.985461129030748e-06,3.1412319059861845e-06
NM_003377,VEGFB,7.560949755517161e-07,9.167137985770037e-07,6.790472582051879e-06,3.0746805459396353e-06
NM_005429,VEGFC,1.737633842874488e-06,1.7673955960491994e-06,1.309181922999407e-05,6.045051428653456e-06
NM_014468,VENTX,8.562551036159043e-07,1.3308642788084968e-06,9.858253917099975e-06,4.522723107939902e-06
NM_024621,VEPH1,3.292272946653955e-06,2.6936041252079864e-06,1.9952623149688786e-05,8.220533433757733e-06
NM_007146,VEZF1,1.946094902937533e-06,1.8430357883397034e-06,1.3652116950664469e-05,5.5847019473683065e-06
NM_017599,VEZT,2.844248557338529e-06,2.463960654123348e-06,1.8251560400913688e-05,7.227698036021702e-06
NM_003378,VGF,2.0059872024554296e-06,3.4764322370539245e-06,2.5751349904103143e-05,1.4621771744567184e-05
NM_016267,VGLL1,9.705999850462532e-07,1.1084950765148681e-06,8.211074640850875e-06,3.2938210447649324e-06
NM_182645,VGLL2,9.841397086802832e-07,8.794957972741477e-07,6.514783683512205e-06,3.0401849166294412e-06
NM_016206,VGLL3,1.2160644159568854e-06,1.2506441859941393e-06,9.264031007363994e-06,3.970086781121838e-06
NM_001128219,VGLL4,8.56357332491258e-07,1.3766824260603673e-06,1.0197647600447164e-05,5.190390101970826e-06
NM_000551,VHL,8.547830733425573e-07,1.0264404738692462e-06,7.603262769401823e-06,3.5416040042646176e-06
NM_001004319,VHLL,6.574502632517828e-07,6.226353420637988e-07,4.612113644917028e-06,2.0931483034474493e-06
NM_007127,VIL1,3.7779165118029035e-06,3.513449927465434e-06,2.602555501826247e-05,1.1876815226774688e-05
NM_015873,VILL,3.86613781339662e-06,3.979548193418802e-06,2.94781347660652e-05,1.3861173512382435e-05
NM_003380,VIM,1.8655070276279173e-06,2.548201508642513e-06,1.887556673068528e-05,8.214856851283273e-06
NM_003381,VIP,6.715310680504434e-07,5.776087565210477e-07,4.27858338163739e-06,1.5456102884892019e-06
NM_001251882,VIPR1,1.91232309566406e-06,1.7117241125771355e-06,1.2679437870941744e-05,6.260369976726425e-06
NM_003382,VIPR2,2.420713405464839e-06,1.8148208850062621e-06,1.3443117666713051e-05,7.414809539452729e-06
NM_053276,VIT,3.003922265638845e-06,2.909603218814312e-06,2.155261643566157e-05,1.044960802638239e-05
NM_024006,VKORC1,6.090297563606115e-07,9.24557164819906e-07,6.848571591258563e-06,3.305978310704327e-06
NM_173517,VKORC1L1,8.588049207553621e-07,9.361248381223689e-07,6.934258060165695e-06,3.5826138458386723e-06
NM_003383,VLDLR,4.423279291757962e-06,3.2242875661136542e-06,2.3883611600841882e-05,1.0039220659070246e-05
NM_001017980,VMA21,4.78648064192296e-07,3.3801328400675487e-07,2.5038021037537396e-06,1.1961895388061787e-06
NM_001017921,VMAC,4.121319206104832e-07,3.891649945464624e-07,2.8827036633071284e-06,1.2445146117713843e-06
NM_001144939,VMO1,3.6782422950939085e-07,6.593769608709483e-07,4.884273784229247e-06,2.867477375581313e-06
NM_030938,VMP1,1.867614654817414e-06,1.4703941577905812e-06,1.0891808576226527e-05,3.975575449270531e-06
NM_020633,VN1R1,9.931991142709775e-07,1.0496240388215642e-06,7.774992880159734e-06,2.9964014599344464e-06
NM_173856,VN1R2,1.207237347885994e-06,1.060556398552336e-06,7.855973322609896e-06,3.3427200013786604e-06
NM_173857,VN1R4,8.671517906801636e-07,1.0547117116446673e-06,7.812679345516054e-06,3.057032106987656e-06
NM_173858,VN1R5,1.080428235805559e-06,1.118751855174427e-06,8.28705077906983e-06,3.126799256376112e-06
NM_004666,VNN1,1.7971416373030585e-06,1.837950321329034e-06,1.3614446824659511e-05,5.65978586242696e-06
NM_004665,VNN2,1.9587798163834876e-06,1.762924723821248e-06,1.305870165793517e-05,5.462607542126947e-06
NM_030796,VOPP1,5.560762140357945e-07,7.617873708158901e-07,5.642869413451037e-06,2.9655141457826222e-06
NM_014703,VPRBP,5.1293169122374256e-06,5.460517062630001e-06,4.0448274538e-05,1.5215982496190508e-05
NM_007128,VPREB1,5.109213212613834e-07,6.465971238720142e-07,4.7896083249778826e-06,2.160727503393287e-06
NM_013378,VPREB3,5.890925585771527e-07,6.046913671932834e-07,4.47919531254284e-06,2.2615177461083627e-06
NM_021729,VPS11,3.614945720633372e-06,3.871094457034773e-06,2.867477375581313e-05,1.1920651731327466e-05
NM_033305,VPS13A,1.4145029457755944e-05,1.0243155565104921e-05,7.58752264081846e-05,2.885359954579747e-05
NM_017890,VPS13B,1.6629078392866366e-05,1.3543589077803002e-05,0.0001003228820578,3.9318776931469686e-05
NM_001018088,VPS13C,1.5947635745248923e-05,1.1572675310813472e-05,8.572352082084052e-05,3.25461783498046e-05
NM_015378,VPS13D,1.942289487087276e-05,1.6650748783814963e-05,0.00012333887988011082,4.980810283567247e-05
NM_022575,VPS16,4.200296178610899e-06,3.7812358647669472e-06,2.8009154553829237e-05,1.1619836038697957e-05
NM_020857,VPS18,3.947511806730595e-06,4.9400775716671956e-06,3.659316719753478e-05,1.4203651240480123e-05
NM_032353,VPS25,1.2540989434191886e-06,8.202264472427505e-07,6.075751461057411e-06,2.99088696506382e-06
NM_004896,VPS26A,1.415074448716632e-06,1.0217244082783144e-06,7.568328950209736e-06,2.9430659896990135e-06
NM_052875,VPS26B,1.356185897046491e-06,1.834145431867108e-06,1.3586262458274872e-05,6.091159894613382e-06
NM_183057,VPS28,1.0447688584307769e-06,1.1288435828704456e-06,8.361804317558855e-06,3.916516855912108e-06
NM_057180,VPS29,9.112888269137146e-07,6.051092174954381e-07,4.482290499966208e-06,1.8071741260109257e-06
NM_022916,VPS33A,2.8871268415449566e-06,2.6407894024696256e-06,1.9561402981256486e-05,8.721677022030951e-06
NM_018668,VPS33B,3.526471148141836e-06,2.4867594013533818e-06,1.842044001002505e-05,6.983931965408849e-06
NM_018206,VPS35,3.820645377933727e-06,2.765245972716219e-06,2.048330350160162e-05,7.425060556922004e-06
NM_016075,VPS36,2.234592282575194e-06,1.4263751646039552e-06,1.0565741960029297e-05,4.17349598465317e-06
NM_152415,VPS37A,1.6748936839542905e-06,1.0598240451212952e-06,7.850548482379965e-06,3.2628717214308526e-06
NM_024667,VPS37B,1.0827577788992474e-06,1.4253901997806087e-06,1.0558445924300804e-05,5.345643593969714e-06
NM_017966,VPS37C,1.0659708695140863e-06,1.1437570090898052e-06,8.472274141405963e-06,3.822081997426824e-06
NM_001077621,VPS37D,7.212472052033125e-07,7.991600557222191e-07,5.919704116460882e-06,2.307809729698403e-06
NM_015289,VPS39,4.196110577844735e-06,3.0713815315422967e-06,2.2750974307720715e-05,9.576349769692694e-06
NM_014396,VPS41,4.586385922989314e-06,2.9521183784930084e-06,2.1867543544392654e-05,8.007556285067013e-06
NM_007259,VPS45,3.0178037316870926e-06,2.068396377494709e-06,1.5321454648108953e-05,5.761028185598566e-06
NM_013245,VPS4A,1.5738194855984207e-06,1.756037429288377e-06,1.3007684661395384e-05,6.002055403871969e-06
NM_004869,VPS4B,2.241300209425097e-06,1.587573234988897e-06,1.1759801740658496e-05,4.800649512466851e-06
NM_022553,VPS52,4.03856632940974e-06,3.3123312999531426e-06,2.4535787407060315e-05,8.990834429518032e-06
NM_001128159,VPS53,3.7712802802748756e-06,2.869021273419398e-06,2.1252009432736282e-05,9.38858191873097e-06
NM_016516,VPS54,4.300309696251601e-06,3.03832179148536e-06,2.2506087344336e-05,8.928941960649828e-06
NM_005997,VPS72,1.8564045971160666e-06,1.8299270144336605e-06,1.3555014921730818e-05,4.927197832116135e-06
NM_001009921,VPS8,4.717354211916303e-06,4.230909818663213e-06,3.134007273083861e-05,1.2291361730601674e-05
NM_003384,VRK1,2.0372735916060364e-06,1.4326291001999046e-06,1.0612067408888182e-05,3.545683774611329e-06
NM_001130483,VRK2,1.9321325479493555e-06,1.2227390112125698e-06,9.057326008981998e-06,3.6458601019727603e-06
NM_016440,VRK3,2.188420749219223e-06,1.8430357883397034e-06,1.3652116950664469e-05,6.2474098790155384e-06
NM_018228,VRTN,2.2337830766275486e-06,3.5191175059666312e-06,2.6067537081234304e-05,1.0275429881178112e-05
NM_001170553,VSIG1,1.729739662588412e-06,1.4488845069382164e-06,1.0732477829171973e-05,5.238416190277907e-06
NM_019086,VSIG10,1.8622735682564892e-06,1.8981641575753827e-06,1.406047524129913e-05,6.54184123569238e-06
NM_014312,VSIG2,1.2421620584948366e-06,1.3207899889592038e-06,9.783629547845953e-06,5.09800198225605e-06
NM_001184830,VSIG4,1.3747971329410599e-06,1.2506441859941393e-06,9.264031007363994e-06,3.5123679046568097e-06
NM_001013661,VSIG8,1.6792628814292332e-06,1.385586899456603e-06,1.0263606662641502e-05,4.9488011092028556e-06
NM_003385,VSNL1,9.988713973296002e-07,6.888644431102423e-07,5.102699578594387e-06,2.3393758378415674e-06
NM_198481,VSTM1,1.0710699285832542e-06,9.120817553636084e-07,6.756161150841543e-06,3.878823338023736e-06
NM_182546,VSTM2A,8.470448661149455e-07,1.0887640401533823e-06,8.064918815950979e-06,4.443242331287163e-06
NM_080607,VSTM2L,6.754618366876904e-07,8.45344572231181e-07,6.261811646156896e-06,3.0549211132155153e-06
NM_001031746,VSTM4,1.234035465153604e-06,1.428347136594911e-06,1.0580349159962304e-05,5.008411452998231e-06
NM_001256272,VSX1,8.143129669338106e-07,2.8743110765048294e-07,2.129119315929503e-06,8.07978863683088e-07
NM_182894,VSX2,1.3237456833895595e-06,1.0775409122130553e-06,7.98178453491152e-06,3.643342500684965e-06
NM_016485,VTA1,1.4102339818131163e-06,1.1514199991452652e-06,8.529037030705668e-06,3.5727283815192884e-06
NM_001253849,VTCN1,7.111955984487076e-07,6.922034642991519e-07,5.127433068882606e-06,2.0994232380383333e-06
NM_145206,VTI1A,1.4081701466338621e-06,1.0156259023022777e-06,7.523154831868723e-06,3.2181034430934418e-06
NM_006370,VTI1B,1.243173846041049e-06,1.1490363515732077e-06,8.51138038202376e-06,3.0171715226017694e-06
NM_000638,VTN,2.3705253015477213e-06,2.2836722178748065e-06,1.6916090502776343e-05,6.979109301999337e-06
NM_022834,VWA1,1.3380468977788336e-06,1.6494295412225758e-06,1.221799660164871e-05,6.3416168627110655e-06
NM_198496,VWA2,2.6132299624244477e-06,3.4828419636545026e-06,2.579882936040372e-05,1.2308354609940134e-05
NM_173615,VWA3A,3.4289802676847586e-06,3.7638626640728996e-06,2.7880464178317772e-05,1.2685278312575732e-05
NM_144992,VWA3B,5.859842061105376e-06,4.844330540948066e-06,3.5883929932948634e-05,1.6580590751089167e-05
NM_001130142,VWA5A,3.194380992928055e-06,2.776091449670352e-06,2.056364036792853e-05,8.657649506603737e-06
NM_025258,VWA7,3.761616477789307e-06,3.657074170310707e-06,2.708943829859783e-05,1.2078138351067799e-05
NM_198570,VWC2,8.446771082617459e-07,5.788069916405846e-07,4.287459197337663e-06,2.55387713577932e-06
NM_001080500,VWC2L,8.642953881853539e-07,8.447608305284952e-07,6.2574876335444086e-06,2.6369384934534657e-06
NM_152718,VWCE,4.396211097600685e-06,3.833838095443081e-06,2.8398800706985783e-05,1.3810201014445469e-05
NM_000552,VWF,1.1567513513285547e-05,1.2360435380673115e-05,9.155878059757862e-05,4.273660314969303e-05
NM_016628,WAC,3.043472040318015e-06,2.2648204014794737e-06,1.6776447418366472e-05,7.382441258430446e-06
NM_015045,WAPAL,5.136198732558589e-06,3.996076268352359e-06,2.9600564950758217e-05,1.1199535223848877e-05
NM_004184,WARS,1.8830021427695791e-06,1.9862493518403534e-06,1.4712958161780396e-05,7.236024022802505e-06
NM_201263,WARS2,1.0543233032535692e-06,8.937864543651222e-07,6.620640402704609e-06,2.9046914073819083e-06
NM_000377,WAS,2.421290489430492e-06,1.8842293679041361e-06,1.3957254577067674e-05,6.462491724953874e-06
